County,State,Administered_Dose_Count,Death Per 100k,Avg Temp (F),Max Temp (F),Min Temp (F),Population Estimate,Administered Dose Per 100k
Brunswick County,North Carolina,143700.0,3058.1880923207723,64.4,74.5,54.3,159964.0,89832.71236028106
Brunswick County,Virginia,10119.0,2965.2676360403834,60.2,71.6,48.8,15749.0,64251.69852054099
Bryan County,Georgia,26050.0,1300.790124449627,67.8,78.7,56.9,49739.0,52373.38909105531
Bryan County,Oklahoma,26225.0,4053.750485020524,65.5,76.6,54.5,48967.0,53556.47681091347
Buchanan County,Iowa,12440.0,2609.830361026533,49.3,60.4,38.2,20691.0,60122.75868735198
Buchanan County,Missouri,40839.0,5376.344086021505,55.5,67.2,43.9,82956.0,49229.71213655431
Buchanan County,Virginia,11496.0,4484.727825221355,55.8,67.4,44.3,19087.0,60229.475559281185
Buckingham County,Virginia,7932.0,2373.6600306278715,58.9,69.7,48.0,16978.0,46719.28377900813
Bucks County,Pennsylvania,639234.0,3487.0832714122957,54.8,65.2,44.4,645984.0,98955.08247882301
Buena Vista County,Iowa,15386.0,2508.8734380317983,48.7,59.2,38.2,20567.0,74809.16030534351
Buffalo County,South Dakota,1411.0,1910.828025477707,46.9,59.2,34.7,1884.0,74893.84288747347
Buffalo County,Wisconsin,7422.0,2123.854236530293,47.9,58.2,37.6,13419.0,55309.635591325736
Bullitt County,Kentucky,43594.0,1738.0955186594863,58.7,70.0,47.5,84863.0,51369.85494267231
Bulloch County,Georgia,32257.0,3257.556891624272,66.8,78.4,55.1,84327.0,38252.279815480215
Bullock County,Alabama,7291.0,3394.968172173385,66.1,77.2,55.0,9897.0,73668.78852177427
Buncombe County,North Carolina,274119.0,5314.225029992643,55.4,66.3,44.5,275901.0,99354.11615035828
Bureau County,Illinois,21175.0,4350.881481255156,52.3,62.9,41.8,32729.0,64697.97427358
Burke County,Georgia,15674.0,2884.851460839676,65.3,76.7,53.9,24438.0,64137.818152058266
Burke County,North Carolina,60196.0,4482.782041703457,59.2,70.9,47.5,88338.0,68142.81509656094
Burleigh County,North Dakota,60088.0,4585.4497460304765,41.2,51.8,30.5,100012.0,60080.79030516338
Burleson County,Texas,10280.0,3024.390243902439,71.4,82.5,60.2,19475.0,52785.62259306804
Burlington County,New Jersey,409154.0,2922.6266979561647,56.7,67.5,46.0,469167.0,87208.60589086615
Burnet County,Texas,30404.0,3372.7843529477136,69.6,81.5,57.7,53991.0,56313.08921857346
Burnett County,Wisconsin,10547.0,2896.091738825181,44.8,54.8,34.8,17092.0,61707.2314533115
Butler County,Alabama,9995.0,4863.453378304864,67.1,79.5,54.7,18382.0,54373.84397780437
Butler County,Iowa,8943.0,3090.601185436072,49.5,60.5,38.6,14172.0,63103.30228619814
Butler County,Kansas,38579.0,3249.2131950110734,58.7,71.0,46.3,68632.0,56211.38827369158
Butler County,Kentucky,6628.0,3151.5151515151515,59.2,70.3,48.1,12375.0,53559.595959595965
Butler County,Missouri,18180.0,6741.680175455325,60.2,71.2,49.3,41948.0,43339.37255649852
Butler County,Nebraska,4268.0,3215.510107577728,52.2,63.8,40.5,8459.0,50455.13654096229
Butler County,Ohio,244057.0,3188.70963227942,55.1,66.3,43.9,393043.0,62094.223787219205
Butler County,Pennsylvania,143187.0,3759.834285051887,51.9,62.5,41.3,198413.0,72166.13830746978
Butte County,California,133380.0,4207.132237947213,59.8,72.3,47.3,207172.0,64381.28704651208
Butte County,Idaho,1458.0,3480.7831762146484,40.7,52.6,28.8,2758.0,52864.39448875997
Butte County,South Dakota,5226.0,2457.8845622756144,47.2,60.3,34.0,10863.0,48108.25738746203
Butts County,Georgia,10251.0,3276.67646074311,64.9,77.0,52.7,26887.0,38126.23200803362
Cabarrus County,North Carolina,188351.0,3293.113792413839,60.7,72.2,49.2,240016.0,78474.351709886
Cabell County,West Virginia,66359.0,9489.368171846832,57.2,68.6,45.7,92082.0,72065.115874981
Cache County,Utah,90183.0,1597.690897726714,43.5,54.0,32.9,142393.0,63333.87174931352
Caddo County,Oklahoma,22784.0,3475.24223697261,62.3,74.6,49.9,26214.0,86915.38872358282
Caddo Parish,Louisiana,140313.0,6624.9679750514615,67.8,78.9,56.7,226386.0,61979.53937080914
Calaveras County,California,26340.0,3017.2876624073874,58.0,70.1,45.9,46565.0,56566.09041125309
Calcasieu Parish,Louisiana,103307.0,3903.5929348599584,71.0,81.1,60.9,203761.0,50700.08490339172
Caldwell County,Kentucky,7739.0,3912.0388813640343,59.7,70.2,49.1,12551.0,61660.42546410645
Caldwell County,Missouri,4155.0,2680.067001675042,54.9,66.1,43.7,8955.0,46398.65996649916
Caldwell County,North Carolina,53443.0,4661.55335468017,58.7,70.6,46.8,80574.0,66327.84769280413
Caldwell County,Texas,30364.0,1911.3901201387912,72.2,83.9,60.5,49859.0,60899.73725907057
Caldwell Parish,Louisiana,4404.0,4121.844711896901,68.0,80.0,55.9,9389.0,46905.953775694965
Caledonia County,Vermont,13324.0,3600.130676249592,44.5,54.2,34.9,30610.0,43528.25873897419
Calhoun County,Alabama,67165.0,5064.0304391517575,63.5,75.0,51.9,116429.0,57687.51771465872
Calhoun County,Arkansas,2395.0,2758.026287438052,64.9,76.5,53.3,4641.0,51605.25748761043
Calhoun County,Florida,6023.0,4840.386043058649,69.5,80.8,58.1,13470.0,44714.17965850037
Calhoun County,Georgia,3495.0,2437.23657687374,67.4,78.3,56.6,5457.0,64046.179219351296
Calhoun County,Illinois,2747.0,4493.861477878157,56.6,67.4,45.7,4317.0,63632.15195737781
Calhoun County,Iowa,6257.0,3523.50711871351,49.7,60.6,38.7,9763.0,64088.907098227995
Calhoun County,Michigan,72806.0,4501.147218931362,50.8,60.2,41.4,133366.0,54591.12517433229
Calhoun County,Mississippi,7584.0,4256.996452502956,64.6,76.3,52.9,12685.0,59787.150177374846
Calhoun County,South Carolina,7389.0,3538.700126885662,65.2,76.6,53.9,14186.0,52086.56421824334
Calhoun County,Texas,12685.0,3081.8440292445166,73.3,81.8,64.8,19696.0,64403.93988627132
Calhoun County,West Virginia,2946.0,4044.3027353582816,55.3,67.3,43.2,5959.0,49437.825138446045
Callahan County,Texas,6984.0,2539.3070822318077,67.0,79.4,54.6,14374.0,48587.72784193683
Callaway County,Missouri,25341.0,2204.287854060942,57.6,68.9,46.3,44731.0,56651.98631821332
Calloway County,Kentucky,21556.0,3942.0062695924767,60.1,70.4,49.8,38280.0,56311.38975966562
Calumet County,Wisconsin,30795.0,1780.1086486588094,48.1,57.2,38.9,53199.0,57886.42643658716
Calvert County,Maryland,76487.0,2494.5105987669963,59.1,69.0,49.2,94728.0,80743.81386707204
Cambria County,Pennsylvania,86405.0,5199.436740441423,49.7,59.8,39.6,130668.0,66125.60075917593
Camden County,Georgia,37451.0,1801.507278295881,69.9,80.5,59.3,58118.0,64439.588423552086
Camden County,Missouri,25058.0,5621.651076196531,58.9,70.5,47.2,44044.0,56893.106893106895
Camden County,New Jersey,442468.0,4333.872032412993,57.1,67.6,46.7,527196.0,83928.55787980183
Camden County,North Carolina,9915.0,1697.045883092395,62.2,72.0,52.3,11137.0,89027.56577175182
Cameron County,Pennsylvania,2805.0,3378.9954337899544,49.5,60.1,39.0,4380.0,64041.09589041096
Cameron County,Texas,475155.0,3242.01448290408,76.9,86.3,67.5,426710.0,111353.14382133064
Cameron Parish,Louisiana,1450.0,2118.288590604027,71.6,80.3,62.8,4768.0,30411.073825503354
Camp County,Texas,6287.0,3938.4615384615386,66.6,78.7,54.5,13000.0,48361.53846153846
Campbell County,Kentucky,72564.0,3043.691703485518,56.5,67.6,45.4,93702.0,77441.24991995902
Campbell County,Tennessee,20580.0,5091.614250553166,56.7,67.6,45.8,40223.0,51164.75648260945
Campbell County,Virginia,24923.0,2603.5824136059346,57.5,68.5,46.4,55270.0,45093.178939750316
Campbell County,Wyoming,17348.0,2248.515726977978,46.0,58.7,33.4,47498.0,36523.643100762136
Canadian County,Oklahoma,112899.0,1583.925291049827,61.7,74.0,49.3,175829.0,64209.54450062276
Candler County,Georgia,5344.0,5054.7065738312685,66.9,78.6,55.1,11059.0,48322.63314947102
Cannon County,Tennessee,5583.0,3166.699860585541,59.6,71.4,47.8,15063.0,37064.329814777935
Canyon County,Idaho,126102.0,2498.11777672563,52.5,65.0,39.9,257674.0,48938.58130816458
Cape Girardeau County,Missouri,45783.0,6278.318712040876,58.6,69.5,47.8,82984.0,55170.876313506225
Cape May County,New Jersey,84760.0,4362.11816932671,57.3,66.4,48.2,94610.0,89588.83838917661
Carbon County,Montana,5827.0,2443.296260618268,44.0,54.8,33.1,11419.0,51028.986776425256
Carbon County,Pennsylvania,47087.0,3680.22243270494,50.3,60.4,40.3,65458.0,71934.6756698952
Carbon County,Utah,11803.0,4318.501625503421,44.3,56.5,32.1,20609.0,57271.09515260324
Carbon County,Wyoming,8749.0,3125.436026231338,40.8,53.3,28.4,14334.0,61036.69596762942
Caribou County,Idaho,3236.0,3144.4798448538577,41.6,53.3,29.8,7219.0,44826.15320681535
Carlisle County,Kentucky,2222.0,4230.442176870748,60.6,71.2,49.9,4704.0,47236.39455782313
Carlton County,Minnesota,25839.0,3228.784792939579,41.9,52.0,31.7,36825.0,70167.00610997963
Caroline County,Maryland,21593.0,2438.007918316316,58.1,69.0,47.2,33593.0,64278.2722591016
Caroline County,Virginia,15576.0,2233.455882352941,58.7,70.3,47.2,32640.0,47720.58823529412
Carroll County,Arkansas,17463.0,2779.8986603734297,59.3,70.8,47.7,28814.0,60605.95543832859
Carroll County,Georgia,54256.0,4159.782215298431,62.8,74.5,51.1,127098.0,42688.31924971282
Carroll County,Illinois,10747.0,3014.298595903645,50.9,60.8,41.0,15526.0,69219.37395336854
Carroll County,Indiana,8591.0,2129.110840438489,53.2,63.5,42.8,20525.0,41856.272838002435
Carroll County,Iowa,13413.0,4536.594873793977,50.4,61.7,39.2,20522.0,65359.12679076113
Carroll County,Kentucky,5832.0,3531.446254664604,57.4,67.9,46.9,10987.0,53080.91380722672
Carroll County,Maryland,138755.0,3534.327073862511,55.5,66.4,44.6,176639.0,78552.86771324565
Carroll County,Mississippi,4755.0,3303.6182485579443,66.2,77.4,54.8,9535.0,49868.90403775564
Carroll County,Missouri,4877.0,3658.681921105947,55.7,66.9,44.6,8391.0,58121.7971636277
Carroll County,New Hampshire,43408.0,3304.2251372788287,46.7,56.8,36.7,52448.0,82763.88041488713
Carroll County,Ohio,12851.0,2728.156065475745,52.3,62.3,42.3,26758.0,48026.7583526422
Carroll County,Tennessee,15873.0,4501.039501039501,60.8,71.6,50.1,28860.0,55000.00000000001
Carroll County,Virginia,11741.0,3368.7882622524708,54.3,65.2,43.4,29239.0,40155.272068128186
Carson City,Nevada,42684.0,7192.087669722241,49.2,62.0,36.4,58036.0,73547.45330484527
Carson County,Texas,2453.0,2687.9891119428376,60.5,74.4,46.6,5878.0,41731.88159237836
Carter County,Kentucky,15536.0,2628.385041341121,56.2,68.0,44.3,26366.0,58924.37229765607
Carter County,Missouri,2475.0,3903.4508768621536,58.8,70.5,47.1,5303.0,46671.6952668301
Carter County,Montana,464.0,2961.9181946403382,45.7,58.9,32.6,1418.0,32722.143864598023
Carter County,Oklahoma,27438.0,4584.7394847312535,64.5,75.9,53.0,48596.0,56461.43715532142
Carter County,Tennessee,26817.0,4615.762337343482,55.1,66.6,43.6,57022.0,47029.21679351829
Carteret County,North Carolina,67382.0,4980.248509660274,63.7,72.6,54.9,69615.0,96792.35796882855
Carver County,Minnesota,78800.0,1803.578342652872,47.4,57.2,37.6,111057.0,70954.55486822082
Cascade County,Montana,52508.0,5383.981154299176,45.0,56.6,33.4,84900.0,61846.878680800946
Casey County,Kentucky,6842.0,3285.5886417891693,57.7,68.2,47.2,15918.0,42982.78678225908
Cass County,Illinois,8334.0,2445.2207049857097,54.7,66.0,43.4,12596.0,66163.86154334708
Cass County,Indiana,20365.0,3300.0584081134184,52.8,63.0,42.6,37666.0,54067.3286252854
Cass County,Iowa,8209.0,4927.646610814928,51.4,62.8,40.1,13130.0,62520.94440213252
Cass County,Michigan,26815.0,2786.4916153518457,51.4,61.0,41.8,51642.0,51924.78989969405
Cass County,Minnesota,19754.0,2877.9495007314126,43.2,53.5,32.9,31446.0,62818.80048336831
Cass County,Missouri,68557.0,2773.6011169584363,57.6,68.7,46.6,111732.0,61358.42909819926
Cass County,Nebraska,18278.0,1923.7775996502223,53.2,64.8,41.6,27446.0,66596.22531516432
Cass County,North Dakota,137124.0,4159.664293498742,42.6,52.9,32.3,196362.0,69832.24860207169
Cass County,Texas,12696.0,4291.845493562232,66.6,77.5,55.8,28659.0,44300.2198262326
Cassia County,Idaho,12507.0,2899.28393524284,45.9,57.2,34.7,25696.0,48672.94520547945
Castro County,Texas,4001.0,2684.3780268437804,60.0,74.3,45.8,7227.0,55361.837553618374
Caswell County,North Carolina,14447.0,2876.309904853773,59.4,71.3,47.6,22807.0,63344.58718814399
Catahoula Parish,Louisiana,4663.0,3197.052531495128,68.8,80.6,57.0,8414.0,55419.538863798436
Catawba County,North Carolina,130890.0,4976.160830878557,60.2,71.8,48.6,164645.0,79498.31455555893
Catoosa County,Georgia,36266.0,3186.7653461036134,61.9,72.7,51.1,68910.0,52628.06559280221
Catron County,New Mexico,2048.0,3294.117647058824,49.5,65.8,33.2,3825.0,53542.483660130725
Cattaraugus County,New York,49141.0,4072.751322751323,48.3,58.5,38.1,75600.0,65001.322751322754
Cavalier County,North Dakota,2569.0,3559.5105672969967,39.4,49.8,29.1,3596.0,71440.489432703
Cayuga County,New York,49523.0,3559.1058602403173,49.1,57.6,40.5,74485.0,66487.2121903739
Cecil County,Maryland,76817.0,3414.338708456356,56.7,66.1,47.2,105672.0,72693.80725263078
Cedar County,Iowa,12341.0,2972.352748333516,51.7,62.6,40.9,18302.0,67429.78909408808
Cedar County,Missouri,5355.0,3625.9541984732814,59.5,71.1,47.8,14672.0,36498.091603053435
Centre County,Pennsylvania,122679.0,2610.3488703697835,50.9,60.9,40.9,157795.0,77745.80943629392
Cerro Gordo County,Iowa,29874.0,6176.012828373344,48.2,58.7,37.6,42406.0,70447.57817290006
Chaffee County,Colorado,14720.0,2934.471552602221,37.6,51.0,24.3,20617.0,71397.39050298298
Chambers County,Alabama,13099.0,3471.345990199243,63.2,75.2,51.1,34079.0,38437.16071480971
Chambers County,Texas,24584.0,1614.8192144925383,71.9,80.9,63.0,53876.0,45630.70755067191
Champaign County,Illinois,159598.0,3518.7022232596137,54.2,64.8,43.6,205644.0,77608.87747758262
Champaign County,Ohio,19547.0,2677.3072467499032,53.1,63.0,43.2,38845.0,50320.50456944266
Chariton County,Missouri,3294.0,5419.651304230301,55.9,66.9,44.9,7399.0,44519.5296661711
Charles City County,Virginia,7162.0,2859.304084720121,60.8,71.3,50.3,6610.0,108350.98335854764
Charles County,Maryland,138950.0,2359.091252696644,59.3,69.7,48.8,171973.0,80797.56705994545
Charles Mix County,South Dakota,7592.0,3538.961038961039,49.5,61.5,37.4,9240.0,82164.50216450216
Charleston County,South Carolina,334462.0,4528.156053604545,66.9,76.0,57.9,424367.0,78814.32816406553
Charlevoix County,Michigan,17768.0,3329.63798310333,47.1,55.9,38.3,26159.0,67923.08574486793
Charlotte County,Florida,154570.0,5368.837746320355,75.5,85.4,65.7,206134.0,74985.20379947024
Charlotte County,Virginia,5260.0,3219.830628087509,58.1,69.4,46.8,11336.0,46400.84685956246
Charlton County,Georgia,4146.0,2304.0049481985466,69.7,81.6,57.8,12934.0,32055.048708829443
Chase County,Kansas,1368.0,3877.4718883288097,57.2,69.5,44.9,2579.0,53043.81543233812
Chatham County,Georgia,194341.0,4888.442475836064,67.7,77.7,57.8,303655.0,64000.592777988175
Chatham County,North Carolina,77082.0,3757.4732921689697,61.4,72.8,50.0,81624.0,94435.46015877683
Chattahoochee County,Georgia,34213.0,923.6808682600162,65.8,77.5,54.0,8661.0,395023.6693222492
Chattooga County,Georgia,10991.0,2906.193006105781,61.5,72.4,50.6,25222.0,43577.03592102133
Chautauqua County,Kansas,1631.0,4481.6253361219,59.8,72.3,47.2,3347.0,48730.20615476546
Chautauqua County,New York,86773.0,3845.753497049427,49.6,58.9,40.2,124891.0,69478.98567550904
Chaves County,New Mexico,37255.0,3955.255581252655,62.5,78.2,46.8,63561.0,58612.98595050424
Cheatham County,Tennessee,28552.0,2624.6035878260045,60.8,72.1,49.5,42254.0,67572.30084725707
Cheboygan County,Michigan,15036.0,3716.216216216216,46.1,55.7,36.6,26048.0,57724.20147420147
Chelan County,Washington,61726.0,4663.924897183644,44.5,53.2,35.7,79997.0,77160.39351475681
Chemung County,New York,60280.0,4500.461112818936,49.4,59.6,39.1,81325.0,74122.34860129112
Chenango County,New York,31728.0,3961.23693379791,47.4,56.9,37.9,45920.0,69094.07665505227
Cherokee County,Alabama,10300.0,3822.1771994077767,62.4,73.9,51.0,25666.0,40130.91249123354
Cherokee County,Georgia,148737.0,2097.6825004710363,61.4,72.7,50.2,286602.0,51896.70693156363
Cherokee County,Iowa,6618.0,4971.994829814735,48.9,59.4,38.3,11605.0,57027.14347264111
Cherokee County,Kansas,11490.0,3222.420489136139,59.9,71.6,48.3,19054.0,60302.298729925475
Cherokee County,North Carolina,21075.0,4165.693113922361,57.1,69.5,44.7,29959.0,70346.13972428985
Cherokee County,Oklahoma,33752.0,4098.785929231089,61.6,73.2,49.9,48185.0,70046.69502957352
Cherokee County,South Carolina,23798.0,3173.8195154635537,60.8,73.0,48.6,56714.0,41961.420460556474
Cherokee County,Texas,24121.0,3167.550797632955,68.2,79.3,57.1,52217.0,46193.768313001514
Cherry County,Nebraska,2295.0,2676.6205389657684,49.0,61.8,36.3,5492.0,41788.05535324108
Cheshire County,New Hampshire,56930.0,3436.1607659935908,48.2,57.5,38.8,77703.0,73266.15445993077
Chester County,Pennsylvania,583896.0,2822.5630429405,55.0,65.2,44.8,549784.0,106204.61854109977
Chester County,South Carolina,17931.0,3531.310122261528,62.2,73.9,50.4,32226.0,55641.40755911375
Chester County,Tennessee,7056.0,2749.0628194933543,61.7,73.3,50.0,17606.0,40077.24639327502
Chesterfield County,South Carolina,21879.0,3661.056982580455,63.1,74.6,51.6,44031.0,49689.99114260407
Chesterfield County,Virginia,236034.0,2679.511092123498,59.9,71.5,48.2,383876.0,61487.04269086893
Cheyenne County,Colorado,646.0,4284.887087434859,51.7,66.5,36.9,1727.0,37405.90619571511
Cheyenne County,Kansas,1327.0,4855.842185128983,52.3,66.0,38.5,2636.0,50341.42640364189
Cheyenne County,Nebraska,4161.0,3553.086678545226,48.9,62.1,35.6,9541.0,43611.780735771936
Chickasaw County,Iowa,7126.0,3302.453250986447,48.1,58.9,37.3,11658.0,61125.40744553097
Chickasaw County,Mississippi,9652.0,2650.302383493419,65.0,76.4,53.6,16866.0,57227.55840151784
Chicot County,Arkansas,6926.0,4550.220171943804,66.4,77.4,55.3,9538.0,72614.80394212622
Childress County,Texas,3795.0,4537.418974661167,64.7,78.4,51.0,6788.0,55907.48379493223
Chilton County,Alabama,20270.0,2954.922357907433,64.8,76.9,52.9,46431.0,43656.177984536196
Chippewa County,Michigan,28690.0,3521.398632252371,43.4,52.5,34.4,36264.0,79114.27310831679
Chippewa County,Minnesota,7052.0,4148.866250410779,45.9,57.0,34.9,12172.0,57936.24712454814
Chippewa County,Wisconsin,40424.0,2634.0152307003136,45.9,56.0,35.8,66970.0,60361.355830969085
Chisago County,Minnesota,36255.0,2770.9917143589305,46.3,56.4,36.2,58535.0,61937.30246860853
Chittenden County,Vermont,146838.0,3772.694284315056,47.4,56.4,38.3,169481.0,86639.80033160059
Choctaw County,Alabama,10711.0,3583.088475350963,67.4,79.2,55.6,12252.0,87422.4616389161
Choctaw County,Mississippi,3554.0,3635.014836795252,64.1,75.9,52.4,8088.0,43941.641938674584
Choctaw County,Oklahoma,6382.0,4328.943681703559,64.8,76.7,52.9,14276.0,44704.39899131409
Chouteau County,Montana,2126.0,2394.3902856165555,46.4,59.1,33.7,5847.0,36360.526765862836
Chowan County,North Carolina,11256.0,5593.549780433374,62.5,72.3,52.6,13891.0,81030.88330573753
Christian County,Illinois,17724.0,3813.049235584447,55.9,66.7,45.2,33228.0,53340.55615745756
Christian County,Kentucky,31881.0,2916.7592181252776,59.8,70.2,49.4,72032.0,44259.49577965349
Christian County,Missouri,48078.0,1862.9133041028576,57.8,69.8,45.9,94422.0,50918.218211857406
Churchill County,Nevada,16252.0,4080.920823160098,50.9,65.1,36.6,25803.0,62984.92423361625
Cibola County,New Mexico,26795.0,3375.653472740851,49.5,65.2,33.8,26780.0,100056.01194921583
Cimarron County,Oklahoma,916.0,2738.4755819260613,55.7,70.5,41.0,2191.0,41807.3938840712
Citrus County,Florida,99091.0,6426.668906272496,73.1,83.3,62.8,166696.0,59444.13783174162
Clackamas County,Oregon,328806.0,3180.732230080842,49.6,58.3,40.9,423173.0,77700.13682347408
Claiborne County,Mississippi,5825.0,3272.6006730880817,68.3,80.0,56.6,8617.0,67598.93234304282
Claiborne County,Tennessee,17809.0,4716.114411710663,57.2,68.6,45.8,32654.0,54538.4945182826
Claiborne Parish,Louisiana,7224.0,4125.822970007315,66.2,77.4,54.8,13670.0,52845.64740307243
Clallam County,Washington,60096.0,4710.368996083282,48.6,56.2,41.0,77616.0,77427.33457019171
Clare County,Michigan,14947.0,4071.401200664197,47.5,57.6,37.5,31316.0,47729.59509515902
Clarendon County,South Carolina,20030.0,3851.115985034189,65.1,76.4,53.9,31004.0,64604.56715262547
Clarion County,Pennsylvania,19752.0,4008.65566675683,50.7,61.5,39.9,36970.0,53427.10305653232
