County,State,Administered_Dose_Count,Death Per 100k,Avg Temp (F),Max Temp (F),Min Temp (F),Population Estimate,Administered Dose Per 100k,65 plus per 100k,5 Under per 100k
Huron County,Ohio,30359.0,3580.817539820272,52.1,61.6,42.7,58199.0,52164.12653138371,19029.536589975774,5639.2721524424815
Hutchinson County,South Dakota,4645.0,4922.910467946984,48.4,59.9,36.8,7394.0,62821.20638355423,21760.887205842573,7424.939139843116
Hutchinson County,Texas,8650.0,3579.09449408476,61.4,75.4,47.4,20033.0,43178.75505416063,18454.549992512355,5700.594019867219
Hyde County,North Carolina,3895.0,2192.316040807467,63.3,72.1,54.5,4607.0,84545.25721727806,25786.846103755157,3624.918602127198
Hyde County,South Dakota,881.0,5396.290050590219,45.6,57.2,34.0,1186.0,74283.30522765598,26138.27993254638,7419.898819561552
Iberia Parish,Louisiana,38436.0,3984.6879203062417,71.4,80.4,62.4,67659.0,56808.40686383186,17237.913655241726,6481.029870379402
Iberville Parish,Louisiana,21312.0,2981.395819968261,71.2,81.3,61.1,29617.0,71958.67238410373,17895.12779822399,5729.817334638889
Ida County,Iowa,3717.0,4609.980974681692,49.9,60.6,39.1,6833.0,54397.77550124396,22420.605883213815,5561.2468900921995
Idaho County,Idaho,5991.0,3504.7512576858576,42.7,54.5,31.0,17890.0,33487.98211291224,29541.643376187814,4963.666852990497
Imperial County,California,265647.0,2581.300926520605,74.0,87.1,60.9,179057.0,148358.90247239705,14050.274493597011,6806.771028220064
Independence County,Arkansas,20266.0,5790.70981210856,61.4,72.0,50.8,38320.0,52886.221294363255,18564.718162839246,5949.895615866389
Indian River County,Florida,132443.0,5200.977649518537,75.0,84.0,65.9,169795.0,78001.70794192997,35561.70676403899,3755.705409464354
Indiana County,Pennsylvania,46485.0,3902.808867066214,51.0,61.6,40.3,83094.0,55942.66734060222,21038.823501095143,4567.116759332804
Ingham County,Michigan,178935.0,4222.571204727425,50.2,59.7,40.7,284637.0,62864.27976686096,15201.46713182053,5031.320594300811
Iosco County,Michigan,14979.0,5363.969573956568,47.7,56.7,38.7,25373.0,59035.19489220825,31458.6371339613,4197.37516257439
Iowa County,Iowa,11112.0,3522.3734814724376,51.5,62.8,40.2,16381.0,67834.68652707405,20670.288749160612,5512.483975337281
Iowa County,Wisconsin,17846.0,2704.959091668058,49.1,59.6,38.5,23956.0,74494.9073301052,21735.68208382034,5447.487059609283
Iredell County,North Carolina,145479.0,3276.7512893695857,59.8,71.2,48.3,199710.0,72845.12543187622,17062.24024836012,5344.7498873366385
Iron County,Michigan,6786.0,5161.839863713799,41.7,52.5,31.0,11740.0,57802.385008517886,32342.419080068143,3364.565587734242
Iron County,Missouri,4570.0,4989.406779661017,56.9,69.1,44.8,9440.0,48411.01694915254,22108.050847457627,5063.559322033898
Iron County,Utah,30026.0,2013.67366962047,48.5,62.0,35.0,64211.0,46761.45831711077,14078.584666178693,6445.936054570089
Iron County,Wisconsin,4407.0,4479.768786127168,41.6,51.4,31.8,6228.0,70761.07899807321,33188.8246628131,3564.5472061657033
Iroquois County,Illinois,15299.0,4327.364554637282,53.0,63.6,42.3,26136.0,58536.11876339149,23324.15059687787,5337.4655647382915
Irwin County,Georgia,4073.0,4057.017543859649,67.2,78.8,55.6,9120.0,44660.08771929824,19100.877192982458,5844.298245614035
Isabella County,Michigan,32913.0,3298.605695748464,48.8,58.4,39.1,64118.0,51331.91927383885,14498.268816868898,4605.570978508375
Isanti County,Minnesota,19565.0,2457.0422861377424,46.1,56.6,35.6,43182.0,45308.23028113566,17548.978741142142,5787.13352785883
Island County,Washington,77214.0,2575.724205084215,51.8,59.8,43.8,86267.0,89505.83653077074,27829.877009748805,4517.370489294864
Isle of Wight County,Virginia,23170.0,2446.5132273832623,61.4,72.0,50.8,40711.0,56913.36493822309,20441.649676991477,5286.0406278401415
Issaquena County,Mississippi,687.0,1990.445859872612,67.5,78.8,56.1,1256.0,54697.45222929936,16162.420382165605,1910.828025477707
Itasca County,Minnesota,28282.0,3868.621183731952,41.7,52.3,31.0,45365.0,62343.21613578751,26108.2332194423,4734.92780778133
Itawamba County,Mississippi,9488.0,2872.203544598016,64.0,75.2,52.8,24093.0,39380.73299298551,17656.58074959532,5835.7199186485705
Izard County,Arkansas,6896.0,3917.0019055684943,60.2,71.5,48.9,14169.0,48669.630884324935,25266.42670618957,4340.461571035359
Jack County,Texas,4191.0,3087.323943661972,66.8,79.7,53.8,8875.0,47222.535211267605,17250.70422535211,5070.422535211268
Jackson County,Alabama,32095.0,4333.514130211158,61.2,71.7,50.6,53467.0,60027.68062543251,21289.767520152618,5498.7188359174825
Jackson County,Arkansas,8033.0,3664.2040038131554,62.0,72.3,51.7,16784.0,47861.05815061964,18297.187797902763,5153.71782650143
Jackson County,Florida,24773.0,4312.862490230759,69.1,80.5,57.6,48622.0,50950.18715807659,21095.38891859652,5020.361153387355
Jackson County,Georgia,35693.0,1679.1739547480674,63.1,74.3,52.0,88615.0,40278.73384867122,14723.240986289002,6199.853297974384
Jackson County,Illinois,33852.0,4464.816555110182,58.1,68.6,47.6,52141.0,64923.95619570011,17164.994917627202,5199.363264993
Jackson County,Indiana,27352.0,3628.928110202324,56.6,67.5,45.6,46460.0,58872.14808437366,17117.950925527337,7195.436934997848
Jackson County,Iowa,11131.0,3401.923275772929,51.1,61.2,41.0,19342.0,57548.34039913143,22732.912832178677,5495.812222107331
Jackson County,Kansas,9538.0,2737.8815080789946,55.6,67.4,43.7,13368.0,71349.49132256134,20257.330939557152,6620.287253141831
Jackson County,Kentucky,5594.0,2564.102564102564,57.2,68.3,46.0,13104.0,42689.25518925519,18627.89987789988,6150.79365079365
Jackson County,Michigan,85275.0,4457.92352468888,50.2,59.9,40.4,159424.0,53489.43697310317,19648.23364110799,5224.432958651144
Jackson County,Minnesota,5684.0,2449.843734247404,47.6,58.0,37.3,9919.0,57304.16372618208,24206.069160197603,5181.973989313439
Jackson County,Mississippi,82825.0,4082.2739413480526,70.2,81.2,59.2,146389.0,56578.70468409512,17778.65823251747,5593.999549146452
Jackson County,Missouri,528501.0,4373.469160543309,57.2,68.0,46.4,718560.0,73550.0167000668,16328.211979514585,5969.578044978847
Jackson County,North Carolina,35673.0,3140.844438461884,53.5,63.9,43.0,44574.0,80030.95975232199,20581.504913178087,3928.2990083905415
Jackson County,Ohio,17040.0,3916.45709378642,55.0,66.2,43.7,32606.0,52260.32018646874,18229.773661289335,5913.022143163835
Jackson County,Oklahoma,16089.0,3482.10304430662,64.4,77.8,51.0,24669.0,65219.50626292108,16206.575053711136,7122.2992419635975
Jackson County,Oregon,148549.0,4555.007972169879,50.9,61.8,39.9,220768.0,67287.37860559502,23853.094651398755,4843.999130308741
Jackson County,South Dakota,2460.0,2917.8674351585014,49.3,61.9,36.7,2776.0,88616.71469740634,13652.737752161383,11059.077809798271
Jackson County,Tennessee,4728.0,2774.407506268705,59.5,71.7,47.5,12363.0,38243.14486775055,23885.78823910054,4473.024346841382
Jackson County,Texas,7501.0,2424.2822416398394,73.2,83.2,63.2,15221.0,49280.59917219631,20570.26476578411,7318.835818934367
Jackson County,West Virginia,16862.0,3519.008444170623,55.7,67.6,43.8,27593.0,61109.70173594752,21777.262349146524,5298.445257855254
Jackson County,Wisconsin,11462.0,3083.193478782067,47.4,57.5,37.4,20855.0,54960.44114121314,21419.323903140732,5403.979860944617
Jackson Parish,Louisiana,7812.0,3499.2540349925403,67.3,78.9,55.6,14746.0,52977.078529770784,21063.339210633392,4530.042045300421
James City County,Virginia,50011.0,3380.356667553899,61.0,71.1,50.8,82654.0,60506.44856873231,27242.480702688314,4800.735596583348
Jasper County,Georgia,5889.0,2406.563354603464,65.1,77.3,52.8,16455.0,35788.51412944394,17848.678213309024,5372.227286539046
Jasper County,Illinois,4439.0,2460.629921259843,56.6,66.6,46.7,9144.0,48545.494313210846,21686.351706036745,5555.555555555556
Jasper County,Indiana,18434.0,2740.420456239749,52.4,62.9,41.9,33535.0,54969.43491874161,19221.70866259132,5522.588340539734
Jasper County,Iowa,24009.0,2558.0843376671323,51.8,62.7,40.9,37919.0,63316.5431577837,20222.0522693109,5319.233102138769
Jasper County,Mississippi,9982.0,3203.647036782614,67.6,79.6,55.6,16013.0,62336.85130831199,21763.567101729845,6057.57821769812
Jasper County,Missouri,69305.0,2671.603121801433,59.6,71.2,47.9,125056.0,55419.172210849545,16571.7758444217,6288.3828045035825
Jasper County,South Carolina,15335.0,4242.189363224422,66.6,76.7,56.6,33544.0,45716.0744097305,24967.207250178868,5544.955878845695
Jasper County,Texas,14863.0,4175.0779959625615,69.7,81.4,57.8,32694.0,45460.94084541506,21355.600415978468,5835.9331987520645
Jay County,Indiana,9240.0,2735.6230031948885,53.1,63.5,42.6,20032.0,46126.198083067095,18914.73642172524,7213.458466453675
Jeff Davis County,Georgia,5578.0,3535.489064806118,67.7,79.1,56.3,14906.0,37421.17268214142,16315.577619750435,5843.284583389239
Jeff Davis County,Texas,1340.0,2747.844827586207,63.8,77.9,49.7,1856.0,72198.27586206896,45258.620689655174,1670.2586206896551
Jefferson County,Alabama,495572.0,5957.05202181341,64.2,75.8,52.6,662895.0,74758.74761462977,17226.559259007838,5969.422004993249
Jefferson County,Arkansas,41577.0,4948.084384474011,64.9,75.7,54.2,63661.0,65310.00141373839,19407.486530214734,5673.803427530199
Jefferson County,Colorado,516254.0,3267.368304167838,45.9,59.0,32.9,576366.0,89570.51595687463,18380.85522046755,4547.631192679652
Jefferson County,Florida,10415.0,2731.391585760518,69.5,80.9,58.1,15450.0,67411.00323624596,25152.10355987055,4388.349514563107
Jefferson County,Georgia,9633.0,4142.79127972074,65.1,76.7,53.7,15183.0,63445.9592965817,19034.446420338536,5545.676085095172
Jefferson County,Idaho,14965.0,1280.776653605474,42.7,55.9,29.5,34198.0,43759.86899818703,12594.30376045383,6994.561085443593
Jefferson County,Illinois,20039.0,5966.409691629956,58.0,69.4,46.6,36320.0,55173.45814977973,20415.748898678416,5784.691629955947
Jefferson County,Indiana,20608.0,4156.582768635043,56.8,67.5,46.1,33056.0,62342.69119070668,19899.564375605034,5245.643756050339
Jefferson County,Iowa,9978.0,3750.0,52.2,62.8,41.6,15440.0,64624.35233160621,27882.124352331604,4216.321243523316
Jefferson County,Kansas,11947.0,2684.5637583892617,56.7,68.1,45.2,18327.0,65187.97402739128,21301.904294210726,5096.305996617013
Jefferson County,Kentucky,610957.0,5411.296338506807,58.6,69.9,47.3,772144.0,79124.74875152821,17799.918149982386,6039.676537019001
Jefferson County,Mississippi,5887.0,2636.50770782308,68.2,79.9,56.5,6941.0,84814.86817461462,20314.075781587668,5143.351102146665
Jefferson County,Missouri,120337.0,2664.8791246810533,58.5,69.9,47.0,231230.0,52042.1225619513,17256.41136530727,5408.900229209013
Jefferson County,Montana,7352.0,2858.675659104844,41.9,53.4,30.4,13048.0,56345.80012262416,23735.438381361128,4345.493562231759
Jefferson County,Nebraska,4119.0,4862.489367734619,54.0,66.2,41.9,7054.0,58392.4014743408,25290.615253756732,5982.421321236178
Jefferson County,New York,99484.0,2936.7437079111746,47.4,56.1,38.7,114787.0,86668.35094566457,15631.561065277427,7288.281774068492
Jefferson County,Ohio,37770.0,5246.30618811108,52.5,62.5,42.5,64026.0,58991.65963827195,22915.690500734076,4898.010183363009
Jefferson County,Oklahoma,3088.0,3609.500654572658,65.2,77.5,52.9,5347.0,57752.01047316252,21526.089395922947,5292.687488311202
Jefferson County,Oregon,18267.0,2899.3478431680683,48.5,60.3,36.7,25454.0,71764.75210183076,20570.4407951599,5731.908540897305
Jefferson County,Pennsylvania,24127.0,4244.244703292672,50.4,61.1,39.7,43612.0,55321.929744107125,22817.114555626893,5221.040080711731
Jefferson County,Tennessee,31253.0,4365.641965489816,59.8,71.0,48.6,57838.0,54035.40924651613,20929.146927625436,4699.332618693593
Jefferson County,Texas,151412.0,5084.772720043261,71.6,80.9,62.2,251496.0,60204.53605623946,15924.706555969082,6461.335369151
Jefferson County,Washington,28060.0,3541.5554369104825,46.8,54.6,39.0,33714.0,83229.51889422792,42083.40748650412,2595.3609776354037
Jefferson County,West Virginia,46206.0,3944.001204275177,56.1,67.5,44.8,59787.0,77284.3594761403,18029.00296050981,4720.0896515965005
Jefferson County,Wisconsin,54104.0,2912.191082653977,49.7,59.4,39.9,85743.0,63100.194768086025,19293.703276069184,4679.099168445237
Jefferson Davis County,Mississippi,5824.0,3473.4251071200656,68.4,80.1,56.7,10969.0,53095.08615188258,25116.236666970555,5469.960798614277
Jefferson Davis Parish,Louisiana,13245.0,4658.828003676354,71.0,81.2,60.8,31553.0,41976.99109434919,17411.973504896523,6468.481602383292
Jefferson Parish,Louisiana,333074.0,4765.551464399434,72.1,80.4,63.7,421777.0,78969.21833101378,19508.887397842936,6074.537018377009
Jenkins County,Georgia,3864.0,4022.255708821143,65.8,77.4,54.2,8627.0,44789.61400255013,17885.707661991422,5401.645995131564
Jennings County,Indiana,13129.0,2827.45637535298,56.3,67.2,45.5,27622.0,47530.95358771993,17507.783650713198,5698.356382593585
Jerauld County,South Dakota,1282.0,5120.481927710844,46.7,58.5,34.9,1660.0,77228.9156626506,30481.927710843374,5963.855421686747
Jerome County,Idaho,13310.0,1993.7988147101537,49.1,61.2,37.0,25479.0,52239.09886573257,14039.012520114606,7217.70870128341
Jersey County,Illinois,13388.0,4622.824901616803,56.9,67.6,46.2,21091.0,63477.31259779052,21454.64890237542,4551.704518515006
Jessamine County,Kentucky,34849.0,2075.722049548321,58.3,69.3,47.2,55017.0,63342.2396713743,17056.54615846011,5792.754966646673
Jewell County,Kansas,1491.0,3336.845802599227,54.8,67.7,41.9,2847.0,52370.9167544784,31752.72216368107,4566.2100456621
Jim Hogg County,Texas,3879.0,2309.322033898305,76.0,87.0,64.9,4720.0,82182.20338983051,18072.033898305086,6588.983050847458
Jim Wells County,Texas,26684.0,3517.6659251978685,74.9,85.7,64.1,38662.0,69018.6746676323,16170.917179659613,6556.825823806321
Jo Daviess County,Illinois,19715.0,3258.8711160139733,50.1,60.2,40.0,21756.0,90618.6799043942,30814.4879573451,3833.4252619966906
Johnson County,Arkansas,16339.0,3145.9298097898886,61.2,72.2,50.2,26129.0,62532.0525087068,18006.81235408933,5978.032071644533
Johnson County,Georgia,3990.0,3706.0978237448826,66.1,77.7,54.4,9282.0,42986.42533936652,20286.57616892911,4945.054945054945
Johnson County,Illinois,7506.0,1951.0730901996096,58.4,68.5,48.3,13326.0,56325.97928860873,20141.07759267597,4014.708089449197
Johnson County,Indiana,110409.0,2599.824811254983,55.1,65.7,44.5,167819.0,65790.52431488686,15980.31212198857,5797.913227942009
Johnson County,Iowa,129608.0,4717.25661469707,52.1,63.2,40.9,157528.0,82276.1667767,13840.714031791174,5180.666294246103
Johnson County,Kansas,598499.0,2782.058926100505,57.6,68.5,46.7,622237.0,96185.05489066064,16529.393141198612,5747.9706285547145
Johnson County,Kentucky,12928.0,4476.3971785132935,57.1,69.3,44.9,22116.0,58455.41689274734,19637.366612407306,5340.025321034545
Johnson County,Missouri,29969.0,2601.7976056184275,57.5,68.9,46.2,54962.0,54526.76394599906,13456.569993813908,6307.9946144609
Johnson County,Nebraska,2841.0,2635.629088110812,53.5,65.5,41.4,5198.0,54655.63678337823,18911.119661408236,3982.3008849557523
Johnson County,Tennessee,8096.0,3167.3469387755104,53.5,64.9,42.1,18375.0,44059.86394557823,24000.0,4195.918367346939
Johnson County,Texas,95609.0,1994.5196297793063,68.5,79.5,57.5,202906.0,47119.84859984426,14121.31726020916,6335.4459700551
Johnson County,Wyoming,4196.0,3653.385089622103,44.4,56.4,32.3,8759.0,47905.01198766983,27822.810823153326,4349.811622331316
Johnston County,North Carolina,162041.0,2340.517864892232,62.5,73.9,51.1,241955.0,66971.54429542684,14025.33528961997,6005.662209915067
Johnston County,Oklahoma,5909.0,3044.2443226311666,64.6,75.8,53.4,10216.0,57840.64212999217,19038.76272513704,5657.791699295223
Jones County,Georgia,14637.0,2305.9132175774103,65.6,77.8,53.3,28969.0,50526.42479892298,18229.831889260935,5122.71738755221
Jones County,Iowa,13199.0,2880.382775119617,50.8,61.2,40.5,20900.0,63153.110047846894,21511.96172248804,4889.952153110048
Jones County,Mississippi,35398.0,4437.735849056604,68.2,80.3,56.1,66250.0,53430.943396226416,18478.490566037737,6609.811320754718
Jones County,North Carolina,7280.0,3254.97287522604,62.7,74.0,51.3,9401.0,77438.5703648548,24561.21689182002,4807.999149026699
Jones County,Texas,10597.0,2139.247338207153,67.3,80.0,54.5,20381.0,51994.50468573672,15475.197487856338,3989.0093714734307
Josephine County,Oregon,50350.0,5387.094202981064,51.4,61.5,41.2,87821.0,57332.528666264334,27714.328008107404,4638.981564773801
Juab County,Utah,5363.0,2380.4039007909087,49.8,62.6,37.0,13023.0,41180.98748368272,11948.091837518235,8454.273208938033
Juneau County,Wisconsin,15995.0,3196.2096713544406,47.7,58.6,36.9,26594.0,60145.14552154622,22866.060013536888,4384.447619763857
Juniata County,Pennsylvania,11681.0,3450.501226175623,53.4,63.6,43.3,23243.0,50255.99105106914,21606.50518435658,6023.318848685626
Kalamazoo County,Michigan,170161.0,4495.16618042446,51.2,60.3,42.1,262215.0,64893.69410598173,16563.507045744904,5298.705260949984
Kalkaska County,Michigan,8923.0,3261.222282314765,46.8,56.8,36.7,18490.0,48258.51811790156,22417.52298539751,4959.437533802055
Kanabec County,Minnesota,7792.0,3306.830502349115,44.9,55.3,34.4,16602.0,46934.10432478014,22105.770389109748,5294.5428261655225
Kanawha County,West Virginia,134669.0,7445.439203684105,56.6,67.7,45.4,174805.0,77039.55836503532,22573.72500786591,4897.45716655702
Kandiyohi County,Minnesota,26539.0,3170.291922488759,45.4,56.2,34.5,43813.0,60573.345810604165,20954.967703649603,6247.004313788145
Kane County,Illinois,399025.0,2652.5198938992044,51.2,61.0,41.4,514982.0,77483.29067812079,16144.641948650631,5619.419707873285
Kane County,Utah,4728.0,3620.178041543027,52.1,65.1,39.0,8425.0,56118.694362017806,24106.82492581602,5590.504451038575
Kankakee County,Illinois,64007.0,4372.2861997357,52.7,63.0,42.3,105940.0,60418.16122333397,18253.728525580518,5581.461204455352
Karnes County,Texas,10063.0,2836.596084698362,72.6,84.4,60.9,15018.0,67006.25915567984,14369.423358636303,5047.276601411639
Kaufman County,Texas,85726.0,1650.6004631374874,67.7,78.4,57.0,185690.0,46166.19096343368,10418.977866336367,7334.266788733912
Kay County,Oklahoma,23583.0,4186.430191792122,60.7,73.3,48.1,43641.0,54038.63339520176,19607.70834765473,6051.648678994524
Kearney County,Nebraska,3170.0,2304.2836041358937,51.9,64.3,39.5,6770.0,46824.22451994092,21019.2023633678,6322.008862629247
Kearny County,Kansas,2453.0,3740.5179178655503,55.1,69.7,40.4,3823.0,64164.268898770606,16636.149620716715,7899.555323044729
Kemper County,Mississippi,5423.0,3017.241379310345,65.9,77.8,54.0,8584.0,63175.67567567568,23054.52003727866,4403.5414725069895
Kendall County,Illinois,99514.0,986.5977024632792,51.9,62.1,41.8,139976.0,71093.61604846545,11489.112419271876,6131.765445504943
Kendall County,Texas,34711.0,2770.247541405307,69.4,81.5,57.3,50537.0,68684.33029265687,20725.40910619942,4717.335813364466
Kennebec County,Maine,107735.0,4253.5302021860925,47.4,56.7,38.1,127259.0,84658.05954785123,21720.27125782852,4589.066392160869
Kenosha County,Wisconsin,119611.0,3641.454910202522,51.0,60.1,41.8,167488.0,71414.66851356515,16561.783530760415,5208.73137179977
Kent County,Delaware,124753.0,3871.1411093372094,57.8,67.6,48.1,189789.0,65732.47132341706,18619.62495192029,5732.682083787785
Kent County,Maryland,15197.0,4444.904937056416,57.9,67.5,48.2,19303.0,78728.69502149925,28591.4106615552,3833.6009946640415
Kent County,Rhode Island,147808.0,3514.753792080712,52.6,61.7,43.5,171278.0,86297.13098004414,20993.35583087145,4450.659162297552
Kent County,Texas,345.0,7220.708446866484,66.2,79.7,52.8,734.0,47002.72479564033,25749.31880108992,5858.310626702997
Kenton County,Kentucky,121537.0,4272.097407790055,56.3,67.0,45.6,171321.0,70941.09887287606,16325.494247640392,6247.920570157774
Keokuk County,Iowa,5232.0,3701.835787774864,52.0,63.2,40.7,9914.0,52773.85515432721,22493.44361508977,5376.235626386928
Kern County,California,562354.0,2869.711759427458,61.0,73.0,49.1,913820.0,61538.815083933376,12175.701998205337,6926.965923267165
Kerr County,Texas,32554.0,5104.330891217657,67.9,80.5,55.4,53915.0,60380.22813688213,29281.27608272281,4549.754242789576
Kershaw County,South Carolina,47838.0,3497.6038909949216,63.8,75.3,52.4,69905.0,68432.87318503683,19065.87511622917,5657.678277662542
Kewaunee County,Wisconsin,11524.0,2228.12953117448,47.0,55.4,38.6,20690.0,55698.405026582885,22904.784920251328,5021.749637506041
Keweenaw County,Michigan,1359.0,1933.701657458564,42.9,51.4,34.5,2172.0,62569.06077348067,36464.08839779006,2854.51197053407
Keya Paha County,Nebraska,263.0,1366.4596273291925,49.3,62.1,36.5,805.0,32670.80745341615,32670.80745341615,4596.273291925466
Kidder County,North Dakota,1049.0,1451.7506404782237,40.4,50.8,30.1,2342.0,44790.77711357814,28223.740392826647,5166.524338172502
Kimble County,Texas,2130.0,3421.882035119316,68.1,81.1,55.0,4442.0,47951.37325529041,30954.524988743808,5132.823052678973
King County,Washington,2150280.0,2524.8527326999447,48.8,56.8,40.8,2271380.0,94668.43945090647,14495.76909191769,5038.302705844024
King George County,Virginia,13585.0,1652.198263791655,59.3,70.0,48.5,28568.0,47553.20638476617,14694.763371604595,5600.672080649678
King William County,Virginia,10020.0,1960.0630583289544,59.6,70.5,48.6,19030.0,52653.70467682606,17167.630057803468,6353.126642143983
King and Queen County,Virginia,4048.0,2782.738095238095,59.4,70.0,48.8,6720.0,60238.09523809524,24866.071428571428,4538.690476190476
Kingfisher County,Oklahoma,8959.0,2964.924746463407,61.4,74.2,48.6,15481.0,57870.93856985984,17001.48569213875,6104.256830954072
Kingman County,Kansas,3841.0,4557.03368242287,58.2,70.9,45.5,7066.0,54358.901783187095,19275.40333993773,5618.454571185961
Kings County,California,92375.0,2440.3662514245293,63.8,76.8,50.7,152682.0,60501.56534496536,11154.556529256886,6929.435034909158
Kings County,New York,2324256.0,2452.615447686166,57.3,65.2,49.5,2561225.0,90747.82574744508,16160.001561752677,6101.923884078908
Kingsbury County,South Dakota,4461.0,3563.30553449583,45.4,57.0,34.0,5276.0,84552.69143290371,23161.485974222895,6974.981046247157
Kinney County,Texas,2343.0,3684.879288437103,73.0,85.0,61.0,3148.0,74428.20838627701,26143.583227445997,4383.735705209657
Kiowa County,Colorado,557.0,5491.329479768786,52.6,67.9,37.4,1384.0,40245.66473988439,26950.86705202312,6358.381502890173
Kiowa County,Kansas,1420.0,2737.994945240101,57.3,70.7,44.0,2374.0,59814.65880370682,23673.12552653749,6739.679865206403
Kiowa County,Oklahoma,5305.0,4822.5768040009525,63.1,75.9,50.2,8398.0,63169.80233388903,21255.06072874494,5858.537747082639
Kit Carson County,Colorado,3087.0,3145.5533314269373,51.2,65.6,36.7,6994.0,44137.832427795256,21389.762653703172,6291.106662853875
Kitsap County,Washington,227809.0,2823.617543884923,52.6,61.0,44.2,277658.0,82046.61850189802,20311.678395724237,5051.178067982914
Kittitas County,Washington,30302.0,2511.646303946559,46.5,55.9,37.1,45508.0,66586.09475257098,18990.06768040784,4386.042014590841
Kittson County,Minnesota,2982.0,5024.630541871921,41.1,50.9,31.3,4060.0,73448.27586206897,26453.20197044335,4975.369458128079
Klamath County,Oregon,39931.0,4649.800722826165,44.8,57.5,32.0,70003.0,57041.8410639544,22840.44969501307,5451.194948787909
Kleberg County,Texas,22623.0,3119.491835445143,75.7,84.8,66.6,30069.0,75236.95500349197,13798.263992816523,6368.685357012205
Klickitat County,Washington,12172.0,2645.300775785324,49.8,60.7,38.9,23589.0,51600.32218406885,25694.17949044046,4328.288609097461
Knott County,Kentucky,8028.0,2855.260267955194,57.1,68.8,45.4,13659.0,58774.43443883154,21253.38604583059,4451.277545940406
Knox County,Illinois,32640.0,5025.717295655946,53.0,63.3,42.8,48411.0,67422.69318956435,22794.406229989054,5248.807089297887
Knox County,Indiana,20412.0,5414.471860271694,57.2,68.3,46.1,36070.0,56589.96395896867,19184.918214582754,5575.27030773496
Knox County,Kentucky,13053.0,3903.470497415587,57.5,69.3,45.7,29794.0,43810.83439618715,17735.114452574344,6071.692287037658
Knox County,Maine,40184.0,4651.38980403641,47.3,55.1,39.4,40977.0,98064.76804060812,28623.37408790297,3748.4442492129733
Knox County,Missouri,1786.0,2766.5860864893903,54.3,65.7,43.0,3723.0,47972.065538544186,22159.548751007253,6876.175127585281
Knox County,Nebraska,4515.0,3591.226801638949,49.7,61.1,38.4,8298.0,54410.701373825024,25753.193540612196,5736.3220053024825
Knox County,Ohio,29674.0,3554.958938723942,51.8,62.4,41.3,63320.0,46863.550221099176,19954.200884396712,5914.4030322173085
Knox County,Tennessee,325042.0,5475.673548791717,60.0,71.1,48.9,500669.0,64921.53498618848,16552.452818129343,5415.553988763036
Knox County,Texas,1629.0,5178.679588128407,66.6,79.8,53.4,3302.0,49333.73712901272,20199.878861296183,6299.212598425197
Koochiching County,Minnesota,7830.0,3999.659603438005,41.0,51.2,30.7,11751.0,66632.6270104672,28891.158199302186,4220.917368734576
Kootenai County,Idaho,92031.0,3830.063239824874,47.5,57.4,37.5,185010.0,49743.7976325604,20422.139343819254,5297.010972379871
Kosciusko County,Indiana,37218.0,2873.1770444477625,52.1,62.2,42.1,80364.0,46311.781394654325,18777.064357174855,5839.679458463988
Kossuth County,Iowa,8576.0,3883.023061961656,48.3,58.9,37.7,14396.0,59572.10336204502,25646.012781328147,5890.525145873854
La Crosse County,Wisconsin,91384.0,4744.9496207028205,48.3,58.2,38.5,120486.0,75846.15639991367,18521.653968095878,4626.263632289229
La Paz County,Arizona,13407.0,5661.280670257331,72.0,85.2,58.8,16710.0,80233.39317773787,43572.71095152603,4272.890484739677
La Plata County,Colorado,46407.0,2921.6232027939795,44.6,58.5,30.7,56407.0,82271.70386654139,21752.61935575372,3825.7663056003685
La Salle County,Texas,5651.0,2401.713324154812,74.2,86.1,62.3,6537.0,86446.38213247668,15129.264188465657,5063.484778950588
LaGrange County,Indiana,10157.0,1928.7652480015645,51.6,61.2,41.9,40907.0,24829.49128511013,14931.429828635686,8648.886498643264
LaMoure County,North Dakota,2284.0,2612.3046875,42.3,52.7,31.8,4096.0,55761.71875,28173.828125,6347.65625
LaPorte County,Indiana,71213.0,4134.961416575654,51.9,61.3,42.5,111706.0,63750.380463001085,20001.611372710508,5281.721662220471
Labette County,Kansas,11165.0,4633.008921330089,59.5,71.4,47.6,19728.0,56594.68775344688,20503.852392538523,5996.5531224655315
Lac qui Parle County,Minnesota,4233.0,4690.799396681749,46.0,57.0,35.0,6630.0,63846.15384615384,28174.96229260935,5671.191553544495
Lackawanna County,Pennsylvania,182486.0,5278.012983347446,49.8,59.7,40.0,216123.0,84436.17754704496,20945.942819598098,5060.544227129922
Laclede County,Missouri,16035.0,3658.669574700109,58.3,69.6,46.9,36680.0,43715.92148309705,18217.01199563795,6532.1701199563795
Lafayette County,Arkansas,3494.0,3363.4126333059885,65.8,76.6,55.0,6095.0,57325.67678424938,26168.99097621001,4889.253486464315
Lafayette County,Florida,3826.0,2661.5498885862835,70.3,81.8,58.8,8078.0,47363.20871502847,18816.538747214658,4766.031195840555
Lafayette County,Mississippi,34037.0,5201.224622436588,64.0,75.8,52.3,58467.0,58215.74563428943,14214.856243693022,4818.102519369901
Lafayette County,Missouri,17612.0,3235.329557778045,56.8,68.1,45.5,33196.0,53054.58488974575,19583.68478129895,5642.2460537414145
